glycan,Species,Genus,Family,Order,Class,Phylum,Kingdom,Domain,ref
Neu5Gc(a2-3)[GalNAc(b1-4)]Gal(b1-3)GalNAc,Pelophylax_ridibundus,Pelophylax,Ranidae,Anura,Amphibia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/11277921/
[Gal(b1-4)]Man(a1-6)Man(a1-6)Man,Peltigera_aphthosa,Peltigera,Peltigeraceae,Peltigerales,Lecanoromycetes,Ascomycota,Fungi,Eukarya,
[Gal(b1-4)]Man(a1-6)Man,Peltigera_canina,Peltigera,Peltigeraceae,Peltigerales,Lecanoromycetes,Ascomycota,Fungi,Eukarya,
[Man(a1-2)]Man(a1-6)Man,Peltigera_canina,Peltigera,Peltigeraceae,Peltigerales,Lecanoromycetes,Ascomycota,Fungi,Eukarya,
[Man(a1-2)][Gal(b1-4)]Man(a1-6)Man,Peltigera_canina,Peltigera,Peltigeraceae,Peltigerales,Lecanoromycetes,Ascomycota,Fungi,Eukarya,
[Man(a1-2)][Gal(b1-4)]Man(a1-6)[Man(a1-2)]Man(a1-6)[Gal(b1-4)]Man(a1-6)Man,Peltigera_canina,Peltigera,Peltigeraceae,Peltigerales,Lecanoromycetes,Ascomycota,Fungi,Eukarya,
Man(a1-2)Man(a1-2)Man,Peltula_crispatula,Peltula,Peltulaceae,Lichinales,Lichinomycetes,Ascomycota,Fungi,Eukarya,
Man(a1-2)Man(a1-2)Man(a1-2)Man,Peltula_crispatula,Peltula,Peltulaceae,Lichinales,Lichinomycetes,Ascomycota,Fungi,Eukarya,
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc,Penicillium_camemberti,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://www.sciencedirect.com/science/article/pii/S0141813019306063
Galf(b1-5)Galf1Bn,Penicillium_charlesii,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/28883999/
Glc(a1-3)Glc(a1-3)Glc,Penicillium_chrysogenum,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/23218369/
Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc,Penicillium_chrysogenum,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,
Man(a1-2)[Glc(a1-2)Galf(b1-6)Galf(b1-6)Galf(b1-6)Galf(b1-6)]Man(a1-2)Man,Penicillium_commune,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/23911448/
Man(a1-3)Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-3)[Man(a1-3)Man(a1-2)[Man(a1-2)Man(a1-6)]Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Penicillium_decumbens,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,
Man(a1-3)Man(a1-2)[Man(a1-2)Man(a1-6)]Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-3)Man(a1-2)Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAcN,Penicillium_decumbens,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,
Man(a1-3)Man(b1-4)GlcNAc(b1-4)GlcNAcN,Penicillium_decumbens,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,
Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAcN,Penicillium_decumbens,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,
Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAcN,Penicillium_decumbens,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,
Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Penicillium_dierckxii,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/26515459/
Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Penicillium_dierckxii,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/26515459/
Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)[Man(a1-6)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Penicillium_dierckxii,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/26515459/
Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-2)[Man(a1-6)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Penicillium_dierckxii,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/26515459/
Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Penicillium_dierckxii,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/26515459/
Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)[ManOPEtN(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Penicillium_dierckxii,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/26515459/
Man(a1-2)ManOPEtN(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-6)[Man(a1-2)ManOPEtN(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Penicillium_dierckxii,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/26515459/
Man(a1-2)ManOPEtN(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-6)[Man(a1-2)ManOPEtN(a1-2)[Man(a1-6)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Penicillium_dierckxii,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/26515459/
Man(a1-2)ManOPEtN(a1-6)[Man(a1-2)ManOPEtN(a1-3)]Man(a1-6)[Man(a1-2)ManOPEtN(a1-2)[Man(a1-6)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Penicillium_dierckxii,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/26515459/
Man(a1-2)ManOPEtN(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Penicillium_dierckxii,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/26515459/
Man(a1-2)ManOPEtN(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)[Man(a1-6)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Penicillium_dierckxii,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/26515459/
Man(a1-2)ManOPEtN(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Penicillium_dierckxii,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/26515459/
Man(a1-2)ManOPEtN(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-2)ManOPEtN(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Penicillium_dierckxii,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/26515459/
Man(a1-2)ManOPEtN(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-2)ManOPEtN(a1-2)[Man(a1-2)Man(a1-6)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Penicillium_dierckxii,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/26515459/
Man(a1-2)ManOPEtN(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-2)ManOPEtN(a1-2)[Man(a1-6)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Penicillium_dierckxii,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/26515459/
Man(a1-2)ManOPEtN(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-2)ManOPEtN(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Penicillium_dierckxii,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/26515459/
Man(a1-2)ManOPEtN(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Penicillium_dierckxii,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/26515459/
Man(a1-3)[Man(a1-6)]Man(a1-6)[Man(a1-2)ManOPEtN(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Penicillium_dierckxii,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/26515459/
Man(a1-3)[Man(a1-6)]Man(a1-6)[ManOPEtN(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Penicillium_dierckxii,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/26515459/
Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Penicillium_dierckxii,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,
ManOPEtN(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Penicillium_dierckxii,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,
ManOPEtN(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Penicillium_dierckxii,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/26515459/
Galf(b1-5)Galf(b1-5)Galf(b1-5)Galf(b1-6)Galf,Penicillium_expansum,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,
Galf6P(b1-5)Galf(b1-5)Galf6P,Penicillium_griseofulvum,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/23911448/
[Galf(b1-6)]Galf(b1-5)Galf(b1-5)Galf,Penicillium_griseofulvum,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/23911448/
[Galf1P(b1-6)]Galf(b1-5)Galf,Penicillium_griseofulvum,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/23911448/
[Man(a1-2)Man(a1-2)Man(a1-2)]Man(a1-6)Man,Penicillium_griseofulvum,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/23911448/
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc,Penicillium_italicum,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://www.nature.com/articles/s41467-018-05497-7
Fruf(b2-1)Fruf(b2-1)Glc,Penicillium_janczewskii,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/30758071/
Fruf(b2-6)Glc(a1-2)Fruf,Penicillium_janczewskii,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/30758071/
Galf(b1-5)Galf(b1-5)Galf,Penicillium_kewense,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,
Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Penicillium_nordicum,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/26515459/
Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Penicillium_nordicum,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/26515459/
Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Penicillium_nordicum,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/26515459/
Man(a1-2)Man(a1-3)[Man(a1-6)]Man(a1-6)[Glc(?1-?)Man(a1-2)Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Penicillium_nordicum,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/26515459/
Man(a1-2)Man(a1-3)[Man(a1-6)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Penicillium_nordicum,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/26515459/
Man(a1-2)Man(a1-3)[Man(a1-6)]Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Penicillium_nordicum,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/26515459/
Man(a1-2)Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-6)[Glc(?1-?)Man(a1-2)Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Penicillium_nordicum,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/26515459/
Man(a1-2)Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)[Man(a1-2)Man(a1-6)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Penicillium_nordicum,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/26515459/
Man(a1-2)Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)[Man(a1-6)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Penicillium_nordicum,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/26515459/
Man(a1-2)Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-6)[Man(a1-2)[Man(a1-6)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Penicillium_nordicum,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/26515459/
Man(a1-2)ManOPEtN(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Penicillium_nordicum,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/26515459/
Man(a1-2)ManOPEtN(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)[Man(a1-2)Man(a1-6)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Penicillium_nordicum,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/26515459/
Man(a1-2)ManOPEtN(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)[Man(a1-6)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Penicillium_nordicum,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/26515459/
Man(a1-2)ManOPEtN(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Penicillium_nordicum,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/26515459/
Man(a1-2)ManOPEtN(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-6)[Man(a1-2)ManOPEtN(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Penicillium_nordicum,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/26515459/
Man(a1-2)ManOPEtN(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-6)[Man(a1-2)ManOPEtN(a1-2)[Man(a1-2)Man(a1-6)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Penicillium_nordicum,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/26515459/
Man(a1-2)ManOPEtN(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-6)[Man(a1-2)ManOPEtN(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Penicillium_nordicum,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/26515459/
Man(a1-2)ManOPEtN(a1-6)[Man(a1-2)ManOPEtN(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)[Man(a1-2)Man(a1-6)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Penicillium_nordicum,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/26515459/
ManOPCho(a1-2)Man(a1-3)[Man(a1-6)]Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Penicillium_nordicum,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/26515459/
Man(a1-2)Man(a1-2)Man(a1-6)Man(a1-2)[Galf(b1-5)Galf(b1-5)Galf(b1-5)Galf(b1-5)Galf(b1-5)Galf(b1-3)]Man(a1-2)Man(a1-2)Man(a1-2)Man(a1-6)Man(a1-2)[Man(a1-3)]Man(a1-2)Man(a1-2)Man(a1-2)Man(a1-6)Man(a1-2)[Man(a1-3)]Man(a1-2)Man(a1-2)Man(a1-2)Man(a1-6)Man(a1-2)[Galf(b1-5)Galf(b1-5)Galf(b1-5)Galf(b1-5)Galf(b1-3)]Man(a1-2)Man(a1-2)Man(a1-2)Man(a1-6)Man(a1-2)[Glc(b1-3)]Man(a1-2)Man(a1-2)Man(a1-2)Man(a1-6)Man(a1-2)Man,Penicillium_oxalicum,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/33857510/
Man(a1-2)Man(a1-2)Man(a1-6)Man(a1-2)[Galf(b1-6)Galf(b1-5)Galf(b1-5)Galf(b1-5)Galf(b1-5)Galf(b1-5)Galf(b1-5)Galf(b1-5)Galf(b1-3)]Man(a1-2)Man(a1-2)Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-2)Man(a1-2)Man(a1-2)Man(a1-6)[Galf(b1-6)Galf(b1-5)Galf(b1-5)Galf(b1-5)Galf(b1-5)Galf(b1-5)Galf(b1-5)Galf(b1-5)Galf(b1-5)Galf(b1-3)]Man(a1-2)Man(a1-2)Man(a1-2)Man(a1-6)Man(a1-2)Man(a1-2)Man(a1-2)Man(a1-6)[Glc(b1-3)]Man(a1-2)Man,Penicillium_oxalicum,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/33857510/
Man(a1-3)Man(b1-4)GlcNAc(b1-4)GlcNAcN,Penicillium_oxalicum,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,
Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAcN,Penicillium_oxalicum,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,
Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAcN,Penicillium_oxalicum,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,
Galf(b1-5)Galf(b1-6)[Glc(a1-2)Galf(a1-2)]Galf(b1-5)Galf,Penicillium_purpurogenum,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/25618023/
[Galf(a1-2)Man(a1-2)]Man(a1-6)Man,Penicillium_purpurogenum,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/25618023/
Glc(a1-4)Glc(a1-3)Glc,Penicillium_roqueforti,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,
[Man(a1-6)]Man(a1-6)Man(a1-2)Man(a1-2)[Man(a1-6)]Man(a1-2)Man(a1-2)[Man(a1-6)]Man(a1-6)Man(a1-2)Man,Penicillium_solitum,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/25037379/
Glc(a1-4)Glc(a1-4)Glc(a1-4)Glc(a1-4)Glc(a1-4)[Glc(a1-2)]Glc(a1-4)Glc,Penicillium_sp,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/26546867/
Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Penicillium_verrucosum,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/26515459/
Man(a1-2)Man(a1-3)[Man(a1-6)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Penicillium_verrucosum,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/26515459/
Man(a1-2)Man(a1-3)[Man(a1-6)]Man(a1-6)[Man(a1-2)Man(a1-3)][Galf(a1-2)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Penicillium_verrucosum,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/26515459/
Man(a1-2)Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)][Galf(a1-2)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Penicillium_verrucosum,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/26515459/
Man(a1-2)Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)[Man(a1-2)Man(a1-6)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Penicillium_verrucosum,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/26515459/
Man(a1-2)Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)[Man(a1-6)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Penicillium_verrucosum,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/26515459/
Man(a1-2)Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)[Man(a1-6)]Man(a1-3)][Galf(a1-2)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Penicillium_verrucosum,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/26515459/
Man(a1-2)Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-3)][Galf(a1-2)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Penicillium_verrucosum,Penicillium,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/26515459/
